M1,M2,mu,m_chi1,m_chi2,tanb,m_A,m_H,BR_bsg,Omega_h2,sigma_SI,sigma_SD,chi2,weight,label
377.128,747.69,679.112,383.84,659.11,30.1022,1751.58,1978.9,0.000312428,0.147291,4.18841e-09,5.28394e-08,23.0813,3.94612,0
601.001,797.704,810.652,423.347,773.416,39.4385,1936.56,2013.26,0.000313667,0.107795,5.77784e-09,4.00034e-08,25.4226,3.80262,0
76.0748,522.546,495.444,117.58,184.699,29.6648,1966.49,1538.25,0.000327389,0.103192,4.00902e-09,4.01122e-08,26.6569,4.72702,0
555.621,1102.61,1171.45,461.342,794.983,27.1612,1522.36,1462.75,0.000298674,0.116636,4.04404e-09,4.37424e-08,29.3575,1.43639,0
535.007,1075.77,1257.5,461.831,920.063,32.0002,1968.62,1840.45,0.000322511,0.128532,6.74961e-09,6.26173e-08,20.0909,1.12672,1
320.232,638.845,505.33,342.631,734.75,19.2199,1277.36,1619.38,0.000341263,0.179106,8.05751e-09,5.87312e-08,20.9612,1.08277,1
273.914,746.957,296.63,317.838,532.16,42.217,2650.1,2520.73,0.000293459,0.0996905,5.76454e-09,1.16551e-08,18.3233,4.1616,1
167.644,562.179,653.111,268.814,546.753,20.6681,1516.64,1264.45,0.000299882,0.0851921,4.20869e-09,2.95838e-08,19.9434,1.78471,1
353.069,570.212,913.586,292.606,743.723,35.1236,1507.56,2085.05,0.000335073,0.0606064,2.19322e-09,8.05096e-09,18.9898,1.62735,1
365.527,720.823,717.294,315.656,738.139,29.9514,1962.85,2174.26,0.000335944,0.110002,4.07794e-09,4.41874e-08,22.7892,4.35822,0
371.693,759.919,827.984,224.765,804.336,18.5633,744.829,1110.72,0.000339185,0.108857,5.3865e-09,4.78519e-08,24.8705,2.21103,0
265.269,606.632,827.739,309.082,710.185,12.978,1304.39,1286.15,0.00039487,0.126662,3.34644e-09,6.13239e-08,22.5221,7.09994,0
29.7366,167.669,504.971,106.88,280.243,31.6703,1820.99,1895.97,0.000279048,0.0558774,3.18754e-09,1.88558e-08,24.7908,1.8278,0
129.658,183.655,248.783,69.6816,142.949,25.5819,2055.22,1935.46,0.000343324,0.138858,5.12963e-09,5.00643e-08,22.1369,2.38192,1
797.782,1311.45,1565.45,713.135,1201.66,35.4789,1983.72,1436.52,0.000262011,0.0900189,2.28234e-09,1.45242e-08,22.6135,3.41573,0
714.315,1134.18,1372.67,598.782,1320.78,33.8791,2381.99,2059.46,0.000267249,0.0364844,-4.27721e-11,-4.50539e-09,27.963,5.35876,0
382.706,839.115,956.577,326.4,665.077,25.0653,874.122,1327.2,0.00034402,0.107103,4.63348e-09,4.87046e-08,24.9185,3.73619,0
323.003,518.123,341.192,298.822,548.113,26.3638,1443.21,1462.67,0.000335281,0.188651,7.41048e-09,3.88628e-08,24.9611,0.286918,0
663.514,1199.36,1292.64,689.617,1026.46,33.2553,1998.93,1569.26,0.000314302,0.135444,6.91096e-09,5.77183e-08,19.7498,2.52324,1
386.267,773.323,910.594,399.498,632.726,30.8712,1548.49,1386.97,0.000306767,0.140084,4.16611e-09,6.43471e-08,23.2191,4.78709,0
289.971,587.786,954.491,246.369,626.701,39.5794,2190.7,2796.73,0.00023919,0.0687319,1.71628e-09,-1.2813e-08,27.8979,5.07577,0
426.479,893.732,867.154,332.233,711.939,30.7174,1970.17,1669.17,0.000325122,0.0907553,5.81816e-09,5.94086e-08,26.2429,2.44861,0
444.395,759.494,1036.63,461.251,851.233,20.8718,959.579,1363.56,0.000408334,0.0812667,3.44528e-09,2.2853e-08,18.3449,5.92153,1
246.645,341.186,385.599,216.07,418.322,21.8069,1367.68,1459.32,0.0003282,0.0461572,3.59262e-09,1.95261e-08,23.4292,1.24423,0
489.208,1002.47,891.643,475.097,841.208,14.0742,1700.77,1770.05,0.000341713,0.132642,5.50154e-09,3.23396e-08,21.901,1.93983,1
277.817,470.162,407.162,270.456,677.856,20.0195,1630.38,1697.48,0.000310431,0.0659704,2.68452e-09,3.77085e-08,31.6369,1.30659,0
349.6,616.309,456.802,266.655,757.539,18.5648,1513.11,1390.25,0.000291985,0.13784,7.35607e-09,6.89314e-08,17.6775,3.30873,1
630.726,1162.84,1143.02,502.296,833.764,33.2538,2193.19,2127.21,0.000315986,0.112793,3.01401e-09,6.17106e-08,24.8915,0.398677,0
257.679,856.88,964.194,412.301,766.258,25.8504,1300.67,1373.31,0.000298606,0.189493,8.5391e-09,7.40981e-08,23.8091,2.76502,0
